ID_Objednavky,ID_Zakaznika,Email_Zakaznika,Telefon_Zakaznika,Datum,Cislo_Objednavky,Cena,ID_Zaznamu_Psa,ID_Mixu,ID_Rasy,Meno_Psa,Rasa,Receptura,Davka_Gramy,Hmotnost_Kg,Datum_Narodenia,Pohlavi,ID_Kondicie,ID_Aktivity,Je_Stene_Boolean,Pouzite_Vouchery,Poznamka_Zakaznika,Alergie
4075,0,"",,2017-11-29 08:10:47,17917604,2716.00,4081,,,zero,,,,,2012-03-28 08:05:23,,,,,,,
4062,0,"",,2017-11-28 15:44:10,17571063,448.00,4074,,,yx,,,,,2017-09-28 15:45:46,,,,,,,
4039,0,"",,2017-11-28 11:41:53,17187827,336.00,4061,,,hafííík,,,,,2017-09-28 08:35:42,,,,,,,
3993,0,"",,2017-11-27 15:43:04,17344006,1680.00,3994,,,lkas,,,,,2011-05-27 15:24:17,,,,,,,
3970,0,"",,2017-11-27 12:11:27,17834474,2352.00,3971,,,asdasd,,,,,2014-08-27 12:10:59,,,,,,,
3900,0,"",,2017-11-25 14:09:36,17450291,637.00,3901,,,Nový pes 23.11.2017,,,390,,2015-07-23 09:34:04,,,,,,,
3877,0,"",,2017-11-23 15:08:26,17817340,1316.00,3879,,,cena,,,,,2011-08-23 15:04:40,,,,,,,
3849,0,"",,2017-11-23 13:47:13,17254254,756.00,3851,,,123,,,140,,2016-09-23 13:46:48,,,,,,,
3827,0,"",,2017-11-23 13:10:24,17381274,1862.00,3845,,,asdasd,,,608,,2012-04-23 12:33:18,,,,,,,
3824,0,"",,2017-11-23 13:09:15,17142642,1092.00,3846,,,Saša,,,215,,2016-07-23 13:08:04,,,,,,,
3747,0,"",,2017-11-21 14:49:38,17697288,3143.00,3748,,,wdesgrt,,,,,2015-09-21 14:48:08,,,,,,,
3747,0,"",,2017-11-21 14:49:38,17697288,3143.00,3751,,,gsggwgw,,,,,2014-10-21 14:58:27,,,,,,,
3742,0,"",,2017-11-21 14:27:48,17779130,1540.00,3743,,,Alexander 123,,,,,2008-07-01 23:27:07,,,,,,,
3727,0,"",,2017-11-21 09:56:57,17719713,756.00,3728,,,Pepa,,,,,2012-04-21 09:55:36,,,,,,,
3702,0,"",,2017-11-17 15:38:09,17211188,3976.00,3703,,,Admin,,,527,,2013-03-13 08:11:41,,,,,,"",
3691,0,"",,2017-11-16 15:18:43,17867637,2996.00,3698,,,ad-1,,,638,,2011-06-01 15:45:17,,,,,,,
3678,0,"",,2017-11-16 10:37:57,17278786,6384.00,3681,,,6fW,,,1285,,2008-06-01 16:14:03,,,,,,,
3660,0,"",,2017-11-15 15:44:35,17683299,2044.00,3662,,,a,,,551,,2010-05-01 09:43:14,,,,,,,
3634,0,"",,2017-11-15 11:27:03,17673644,4172.00,3636,,,a,,,551,,2010-05-01 09:43:14,,,,,,,
3634,0,"",,2017-11-15 11:27:03,17673644,4172.00,3637,,,ad-1,,,588,,2011-06-01 12:58:16,,,,,,,
3498,0,"",,2017-11-15 10:31:20,17846148,420.00,,,,,,,,,,,,,,,,
3603,0,"",,2017-11-14 16:28:53,17192450,616.00,3604,,,velikost,,,91,,2016-09-01 16:28:18,,,,,,,
3599,0,"",,2017-11-14 15:28:22,17672679,2072.00,3600,,,test,,,560,,2010-04-01 15:27:49,,,,,,,
3590,0,"",,2017-11-14 13:55:14,17699229,2268.00,3592,,,new anonim 2 NC,,,616,,2015-09-01 13:54:25,,,,,,,
3543,0,"",,2017-11-13 16:00:02,17120119,1736.00,3548,,,asdasd,,,560,,2013-10-01 12:48:40,,,,,,,
3533,0,"",,2017-11-13 15:53:35,17913253,5320.00,3534,,,6fW,,,1301,,2008-06-01 00:00:00,,,,,,,
3493,0,"",,2017-11-12 23:35:26,17210996,784.00,3495,,,asdasd444,,,301,,2016-10-01 23:34:05,,,,,,,
3412,0,"",,2017-11-09 13:20:58,17530405,1484.00,3424,,,Miáán,,,361,,2015-08-01 13:19:37,,,,,,,
3412,0,"",,2017-11-09 13:20:58,17530405,1484.00,3432,,,Štěně Sašaa,,,153,,2017-07-01 13:27:43,,,,,,,
3410,0,"",,2017-11-08 15:41:29,17798581,2630.00,3411,,,a,,,551,,2010-05-01 09:43:14,,,,,,"",
3403,0,"",,2017-11-08 15:04:31,17842577,1848.00,3407,,,dfsdf,,,643,,2004-07-06 15:03:53,,,,,,,
3370,0,"",,2017-11-08 14:15:14,17516303,1596.00,3371,,,asdsdasd,,,560,,2013-08-01 14:14:47,,,,,,,
3331,0,"",,2017-11-08 13:28:02,17220995,1596.00,3332,,,asdasdasd,,,560,,2012-05-01 13:06:00,,,,,,,
3320,0,"",,2017-11-08 12:49:04,17381382,1596.00,3326,,,asdasd,,,560,,2013-10-01 12:48:40,,,,,,,
3254,0,"",,2017-11-08 08:13:26,17852513,504.00,3255,,,Alexander 123,,,180,,2017-07-01 08:13:07,,,,,,,
3246,0,"",,2017-11-07 14:39:17,17890306,490.00,3247,,,nene,,,258,,2012-07-01 14:36:25,,,,,,,
3207,0,"",,2017-11-07 12:44:49,17518984,2324.00,3208,,,chl-s1,,,257,,2017-07-01 12:42:12,,,,,,,
3207,0,"",,2017-11-07 12:44:49,17518984,2324.00,3212,,,chl-d-1,,,560,,2006-08-10 00:00:00,,,,,,,
3193,0,"",,2017-11-07 09:13:30,17811803,2044.00,3195,,,Pass,,,513,,2007-07-01 09:12:24,,,,,,,
3168,0,"",,2017-11-06 12:10:50,17708866,1540.00,3169,,,Pass,,,538,,2007-07-01 12:08:12,,,,,,,
3162,0,"",,2017-11-06 12:06:24,17801328,1540.00,3163,,,Pass,,,538,,2007-07-01 12:06:05,,,,,,,
3154,0,"",,2017-11-06 11:45:28,17878344,3444.00,3155,,,6fW,,,643,,2008-05-11 11:44:10,,,,,,,
3154,0,"",,2017-11-06 11:45:28,17878344,3444.00,3161,,,CGP.,,,560,,2008-05-12 11:56:49,,,,,,,
3146,0,"",,2017-11-06 11:31:39,17716844,2450.00,3147,,,a,,,551,,2010-05-01 09:43:14,,,,,,,
3133,0,"",,2017-11-06 11:15:49,17823587,980.00,3135,,,Saša 123456,,,344,,2013-07-01 11:13:17,,,,,,,
2944,0,"",,2017-11-03 08:16:20,17723286,224.00,2945,,,alj,,,103,,2017-07-01 08:15:18,,,,,,,
2929,0,"",,2017-11-02 17:16:55,17391695,532.00,2930,,,sasa,,,551,,2013-07-01 17:16:35,,,,,,,
2922,0,"",,2017-11-02 17:13:59,17181558,469.00,2923,,,Sasa,,,631,,2005-08-01 17:13:34,,,,,,,
2913,0,"",,2017-11-02 16:59:40,17358939,567.00,2914,,,ad-1,,,588,,2011-06-01 16:59:03,,,,,,,
2905,0,"",,2017-11-02 16:06:36,17592431,28.00,2906,,,st-321,,,13,,2017-10-01 16:03:11,,,,,,,
2900,0,"",,2017-11-02 15:16:38,17465923,203.00,2902,,,test,,,208,,2011-07-01 12:19:42,,,,,,,
2886,0,"",,2017-11-02 13:59:18,17961714,1064.00,2887,,,Sasha,,,371,,2012-08-01 15:57:22,,,,,,,
2871,0,"",,2017-11-02 13:30:12,17955400,2051.00,2875,,,Pejsek 2,,,328,,2014-10-01 12:50:03,,,,,,,
2871,0,"",,2017-11-02 13:30:12,17955400,2051.00,2881,,,Frannie,,,361,,2008-09-01 13:37:48,,,,,,,
2858,0,"",,2017-11-02 13:21:54,17017779,476.00,2860,,,Sasasa,,,492,,2014-06-01 13:20:45,,,,,,,
2856,0,"",,2017-11-02 13:04:32,17717867,315.00,2857,,,Pejsek 2,,,328,,2014-10-01 12:50:03,,,,,,"",
2848,0,"",,2017-11-02 12:23:54,17635700,791.00,2851,,,Sasasa,,,492,,2014-06-01 00:00:00,,,,,,"",
2848,0,"",,2017-11-02 12:23:54,17635700,791.00,2855,,,Pejsek 2,,,328,,2014-10-01 12:50:03,,,,,,"",
2843,0,"",,2017-11-02 12:19:50,17888240,1400.00,2844,,,Sasasa,,,492,,2014-06-01 00:00:00,,,,,,,
2833,0,"",,2017-11-02 11:57:01,17970502,1036.00,2834,,,Saša 23,,,361,,2012-07-01 11:56:21,,,,,,,
2829,0,"",,2017-11-02 11:43:40,17178876,1456.00,,,,,,,,,,,,,,,,
2788,0,"",,2017-11-02 11:37:39,17675044,1568.00,2823,,,dost,,,551,,2011-09-11 11:38:26,,,,,,,
2762,0,"",,2017-11-01 15:49:13,17950259,1092.00,2763,,,vccxv,,,500,,2007-06-14 15:47:54,,,,,,,
2749,0,"",,2017-11-01 15:46:30,17002199,1204.00,,,,,,,,,,,,,,,,
2676,0,"",,2017-10-31 10:37:26,17652825,1036.00,2677,,,987,,,1565.2475842499,,2008-04-06 10:36:59,,,,,,,
2672,0,"",,2017-10-31 10:25:43,17168157,1176.00,2673,,,123,,,1794.6054268642,,2014-09-11 10:25:13,,,,,,,
2665,0,"",,2017-10-31 10:13:51,17450114,1778.00,2666,,,asf,,,1615.1448841778,,2006-04-12 10:12:59,,,,,,,
2665,0,"",,2017-10-31 10:13:51,17450114,1778.00,2669,,,bc,,,1813.0992505313,,2012-07-12 10:14:20,,,,,,,
2661,0,"",,2017-10-31 09:59:00,17252141,1813.00,2662,,,yxc,,,1794.6054268642,,2013-05-04 09:56:47,,,,,,,
2645,0,"",,2017-10-31 09:35:05,17698849,728.00,2653,,,faa,,,1324.0382526044,,2011-07-01 09:39:15,,,,,,,
2636,0,"",,2017-10-31 09:23:32,17367008,700.00,2637,,,Evžen Huml,,,1067.0787711247,,2012-08-11 09:22:21,,,,,,,
2630,0,"",,2017-10-31 08:13:19,17139769,1316.00,2631,,,Admin,,,2014.5547228125,,2013-03-13 08:11:41,,,,,,,
2588,0,"",,2017-10-30 09:15:47,17102380,1316.00,2621,,,Atom,,,2014.5547228125,,2015-05-06 15:22:08,,,,,,,
2561,0,"",,2017-10-27 08:38:30,17655506,2408.00,2562,,,alík,,,1565.2475842499,,2015-08-01 08:37:23,,,,,,"",
2555,0,"",,2017-10-27 08:30:59,17787755,1036.00,2556,,,Saša,,,1565.2475842499,,2016-03-11 08:30:34,,,,,,"",
2546,0,"",,2017-10-26 13:54:56,17534490,1428.00,2547,,,Tara,,,708.55006973984,,2012-05-11 13:53:48,,,,,,,
2546,0,"",,2017-10-26 13:54:56,17534490,1428.00,2550,,,Lukava,,,1695.2471731515,,2007-05-07 13:57:11,,,,,,,
2538,0,"",,2017-10-26 13:20:12,17417526,2980.00,2539,,,Saša,,,4241.2249917271,,2016-03-02 13:10:44,,,,,,"",
2519,0,"",,2017-10-26 12:14:04,17697603,2588.00,2520,,,Saša,,,3648.620383658,,2016-03-01 12:12:20,,,,,,"",
2508,0,"",,2017-10-26 11:33:13,17393094,1216.00,2509,,,karlík,,,1565.2475842499,,2014-09-01 11:32:45,,,,,,"",
2464,0,"",,2017-10-25 09:35:11,17450732,840.00,2466,,,asdasd,,,1191.634427344,,2014-08-01 09:37:49,,,,,,,
2441,0,"",,2017-10-24 13:18:29,17234094,2156.00,,,,,,,,,,,,,,,,
2433,0,"",,2017-10-23 11:38:09,17946730,4004.00,2435,,,exterm_malo,,,2513.0517340257,,2011-05-01 14:49:09,,,,,,,
2433,0,"",,2017-10-23 11:38:09,17946730,4004.00,2438,,,,,,,,,,,,,,,
2407,0,"",,2017-10-23 10:03:20,17951275,2016.00,2408,,,alík,,,1565.2475842499,,2014-08-01 10:02:28,,,,,,,
2403,0,"",,2017-10-23 08:35:59,17098183,0.00,2420,,,,,,,,,,,,,,,
2399,0,"",,2017-10-23 08:25:42,17228801,1316.00,2400,,,alík,,,1565.2475842499,,2014-09-01 08:25:11,,,,,,,
2395,0,"",,2017-10-20 13:17:18,17990694,1036.00,2396,,,Lada,,,1565.2475842499,,2010-03-01 13:13:55,,,,,,,
2381,0,"",,2017-10-20 08:39:45,17842678,3696.00,2382,,,bobík,,,1794.6054268642,,2009-05-01 08:32:10,,,,,,,
2381,0,"",,2017-10-20 08:39:45,17842678,3696.00,2385,,,fík,,,2057.5713839379,,2009-04-01 09:28:03,,,,,,,
2379,0,"",,2017-10-20 08:24:07,17470246,1316.00,2392,,,Alexander,,,1565.2475842499,,2012-06-01 10:43:45,,,,,,,
2371,0,"",,2017-10-19 13:37:53,17869439,2632.00,2372,,,Saša,,,1565.2475842499,,2013-06-01 13:37:38,,,,,,,
2371,0,"",,2017-10-19 13:37:53,17869439,2632.00,2375,,,sasa,,,1565.2475842499,,2012-04-01 13:39:00,,,,,,,
2278,0,"",,2017-10-16 09:22:18,17240960,1036.00,2279,,,konfucius,,,978.27974015616,,2016-06-01 09:21:34,,,,,,,
2210,0,"",,2017-10-13 10:39:26,17524432,2156.00,2211,,,poawd,,,2553.0479037894,,2011-06-01 10:37:47,,,,,,,
2202,0,"",,2017-10-13 10:30:55,17028964,1316.00,2203,,,SAša,,,1565.2475842499,,2011-03-01 10:29:11,,,,,,,
2130,0,"",,2017-10-12 08:24:46,17712924,1708.00,2148,,,kubik,,,2014.5547228125,,2015-03-01 15:22:35,,,,,,"",
2101,0,"",,2017-10-11 08:38:02,17778590,4060.00,2102,,,JArda,,,1565.2475842499,,2015-02-01 08:37:20,,,,,,,
2101,0,"",,2017-10-11 08:38:02,17778590,4060.00,2116,,,alik,,,1565.2475842499,,2016-08-01 09:41:58,,,,,,,
2088,0,"",,2017-10-10 12:13:34,17736648,2156.00,2089,,,off,,,2553.0479037894,,2012-06-07 12:13:04,,,,,,,
2030,0,"",,2017-10-09 10:38:15,17212401,2128.00,2031,,,Emanuel,,,2014.5547228125,,2010-07-01 10:37:28,,,,,,,
2019,0,"",,2017-10-09 09:26:25,17311871,3332.00,2027,,,jj1,,,2553.0479037894,,2011-06-01 09:47:39,,,,,,,
2004,0,"",,2017-10-09 08:12:59,17802216,4746.00,2005,,,ops,,,2553.0479037894,,2011-06-01 08:12:00,,,,,,,
2004,0,"",,2017-10-09 08:12:59,17802216,4746.00,2008,,,ops2,,,2553.0479037894,,2011-06-01 08:14:34,,,,,,,
1992,0,"",,2017-10-06 14:36:01,17786852,868.00,1994,,,ahoj,,,1028.7856919689,,2008-04-01 14:36:39,,,,,,,
1976,0,"",,2017-10-06 13:30:26,17771185,2184.00,1982,,,Napoli,,,1276.5239518947,,2011-06-01 13:33:48,,,,,,,
1976,0,"",,2017-10-06 13:30:26,17771185,2184.00,1983,,,Tara,,,1276.5239518947,,2011-06-01 13:36:32,,,,,,,
1965,0,"",,2017-10-06 13:08:06,17044939,1456.00,,,,,,,,,,,,,,,,
1937,0,"",,2017-10-06 08:21:48,17809657,2184.00,1967,,,vcbv,,,1276.5239518947,,2011-06-01 12:09:36,,,,,,,
1937,0,"",,2017-10-06 08:21:48,17809657,2184.00,1973,,,987,,,1276.5239518947,,2011-06-01 12:28:36,,,,,,,
1929,0,"",,2017-10-06 08:06:06,17344468,3696.00,1931,,,patek,,,1236.4211168516,,2011-06-01 08:12:07,,,,,,,
1929,0,"",,2017-10-06 08:06:06,17344468,3696.00,1950,,,anonim,,,1276.5239518947,,2011-06-01 09:14:53,,,,,,,
1929,0,"",,2017-10-06 08:06:06,17344468,3696.00,1958,,,patek_2,,,1276.5239518947,,2011-06-01 10:31:28,,,,,,,
1915,0,"",,2017-10-05 15:16:29,17356830,3136.00,1916,,,A1,,,1276.5239518947,,2011-06-01 15:15:55,,,,,,,
1915,0,"",,2017-10-05 15:16:29,17356830,3136.00,1921,,,A2,,,1276.5239518947,,2011-06-01 15:29:36,,,,,,,
1880,0,"",,2017-10-05 15:14:58,17417437,1568.00,,,,,,,,,,,,,,,,
1899,0,"",,2017-10-05 14:54:37,17329044,61572.00,1900,,,p1,,,1276.5239518947,,2011-06-01 14:53:08,,,,,,,
1899,0,"",,2017-10-05 14:54:37,17329044,61572.00,1905,,,p2,,,1276.5239518947,,2011-06-01 14:56:40,,,,,,,
1899,0,"",,2017-10-05 14:54:37,17329044,61572.00,1909,,,p3,,,1276.5239518947,,2011-06-01 15:00:51,,,,,,,
1899,0,"",,2017-10-05 14:54:37,17329044,61572.00,1912,,,p4,,,1276.5239518947,,2011-06-01 15:08:02,,,,,,,
1887,0,"",,2017-10-05 13:26:57,17978264,1804.00,1888,,,Saša,,,1316.2110825802,,2011-04-01 13:26:37,,,,,,"",
1865,0,"",,2017-10-05 09:20:18,17613569,1568.00,1866,,,po,,,1276.5239518947,,2011-06-01 09:19:39,,,,,,,
1858,0,"",,2017-10-05 08:15:48,17326346,59808.00,1859,,,Rita,,,1276.5239518947,,2011-06-01 08:04:33,,,,,,,
1761,0,"",,2017-10-04 12:52:41,17698777,3024.00,1762,,,Test,,,1252.1980673999,,2012-03-01 12:52:28,,,,,,,
1630,0,"",,2017-10-03 14:12:01,17352359,75388.00,1631,,,Konfucius,,,1432.9764735897,,2007-08-01 14:06:16,,,,,,X,
1628,0,"",,2017-10-03 13:51:23,17955223,49728.00,1633,,,qwe,,,1252.1980673999,,2011-06-01 14:15:31,,,,,,,
1624,0,"",,2017-10-03 13:48:03,17427688,49728.00,1625,,,test,,,1252.1980673999,,2011-06-01 13:44:47,,,,,,,
1346,0,"",,2017-09-27 16:26:16,17437033,193088.00,1347,,,Saša,,,782.62379212493,,2004-10-01 16:21:02,,,,,,,
1281,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-27 11:52:05,17558471,796292.00,1282,,,etatteatet,,,629.82228421319,,2016-05-07 11:50:45,,,,,qwee,,
1281,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-27 11:52:05,17558471,796292.00,1299,,,sadasda,,,629.82228421319,,2014-03-04 12:33:00,,,,,qwee,,
1281,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-27 11:52:05,17558471,796292.00,1309,,,asdasasd,,,629.82228421319,,2014-05-07 13:02:20,,,,,qwee,,
1270,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-27 09:59:43,17019986,172396.00,1271,,,testBonzáka,,,662.01912630222,,2013-08-07 09:56:39,,,,,,,
1202,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-25 09:59:43,17161497,1120112.00,1203,,,aj,,,1252.1980673999,,2011-06-01 09:57:03,,,,,,,
1202,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-25 09:59:43,17161497,1120112.00,1234,,,cspes,,,1252.1980673999,,2011-06-01 14:06:06,,,,,,,
1202,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-25 09:59:43,17161497,1120112.00,1237,,,enpes,,,1252.1980673999,,2011-06-01 14:08:50,,,,,,,
1202,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-25 09:59:43,17161497,1120112.00,1240,,,csdog,,,1252.1980673999,,2011-06-01 14:13:08,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1092,,,text1,,,1252.1980673999,,2011-06-01 07:46:18,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1096,,,text2,,,1252.1980673999,,2011-06-01 08:12:58,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1099,,,text3,,,1252.1980673999,,2011-06-01 00:00:00,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1102,,,text4,,,1252.1980673999,,2011-06-01 08:28:11,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1105,,,text5,,,1252.1980673999,,2011-06-01 08:30:27,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1108,,,text6,,,1252.1980673999,,2011-06-01 08:42:17,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1113,,,sfd,,,1252.1980673999,,2011-06-01 08:54:31,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1116,,,ycx,,,1252.1980673999,,2011-06-01 00:00:00,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1128,,,asd,,,1252.1980673999,,2011-06-01 10:21:33,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1131,,,sdf,,,1252.1980673999,,2011-06-01 10:28:54,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1134,,,gfd,,,1252.1980673999,,2011-06-01 00:00:00,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1137,,,asddsa,,,1252.1980673999,,2011-06-01 00:00:00,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1140,,,fees,,,1252.1980673999,,2011-06-01 11:03:39,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1143,,,ff,,,1252.1980673999,,2011-06-01 11:07:18,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1146,,,aksj,,,1252.1980673999,,2011-06-01 00:00:00,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1151,,,wewe,,,1252.1980673999,,2011-06-01 11:25:35,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1152,,,df,,,1252.1980673999,,2011-06-01 00:00:00,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1155,,,podsf,,,1252.1980673999,,2011-06-01 11:31:53,,,,,,,
1091,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-22 08:05:16,17039071,5320532.00,1158,,,sf,,,1252.1980673999,,2011-06-01 00:00:00,,,,,,,
939,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-21 20:41:42,17540303,224574.00,1088,,,Milan,,,662.01912630222,,2014-07-01 20:40:15,,,,,,,
1009,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-21 15:13:44,17065296,280128.00,1080,,,,,,,,,,,,,,,
1009,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-21 15:13:44,17065296,280128.00,1083,,,,,,,,,,,,,,,
988,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-20 13:31:00,17121916,100.00,989,,,velikost_rasa,,,1316.2110825802,,2016-07-01 11:46:32,,,,,,"",
952,1,vyvojdrupal@voatt.cz,+420 777 777 777,2017-09-20 11:37:58,17987724,100.00,,,,,,,,,,,,,,,,
